set,go_id,term,n_term,n_hit,n_cand,n_univ,p,OR,p_bh
hyper,GO:0005681,spliceosomal complex,196,2,94,35143,0.097032460384075,3.87610913930768,0.158279899917286
hyper,GO:0006836,neurotransmitter transport,197,2,94,35143,0.097863422449992,3.85632310748158,0.158511177207734
hyper,GO:0004518,nuclease activity,198,2,94,35143,0.0986964253386409,3.83673693456281,0.158742502292919
hyper,GO:1903320,regulation of protein modification by small protein conjugation or removal,201,2,94,35143,0.101207513624749,3.77914773956285,0.161650889817307
hyper,GO:0061136,regulation of proteasomal protein catabolic process,203,2,94,35143,0.102891474776714,3.74170057828209,0.162747297733826
hyper,GO:0031507,heterochromatin formation,205,2,94,35143,0.104583205981755,3.704984093319,0.162747297733826
hyper,GO:0004842,ubiquitin-protein transferase activity,423,3,94,35143,0.104659251127255,2.7059465357337,0.162747297733826
hyper,GO:0071219,cellular response to molecule of bacterial origin,206,2,94,35143,0.105431945053653,3.6868932038833,0.162747297733826
hyper,GO:1901873,regulation of post-translational protein modification,206,2,94,35143,0.105431945053653,3.6868932038833,0.162747297733826
hyper,GO:0001934,positive regulation of protein phosphorylation,208,2,94,35143,0.10713509015281,3.65123327759178,0.164273804900975
hyper,GO:0010638,positive regulation of organelle organization,432,3,94,35143,0.109664678939707,2.64888583638577,0.167038914941276
hyper,GO:0005635,nuclear envelope,434,3,94,35143,0.110789536650153,2.63652706740258,0.167642062036415
hyper,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,215,2,94,35143,0.113153943391141,3.53164812942348,0.168996149220536
hyper,GO:0070828,heterochromatin organization,215,2,94,35143,0.113153943391141,3.53164812942348,0.168996149220536
hyper,GO:0051402,neuron apoptotic process,216,2,94,35143,0.114020917058658,3.51519726247969,0.169192328538654
hyper,GO:0005840,ribosome,218,2,94,35143,0.11576006360179,3.48274830474654,0.170671888643664
hyper,GO:0042327,positive regulation of phosphorylation,226,2,94,35143,0.12278375980597,3.35869565217375,0.178042291112594
hyper,GO:0019787,ubiquitin-like protein transferase activity,457,3,94,35143,0.124040706033861,2.50217616081943,0.178042291112594
hyper,GO:0033044,regulation of chromosome organization,228,2,94,35143,0.124555866547513,3.3290427154842,0.178042291112594
hyper,GO:0071216,cellular response to biotic stimulus,228,2,94,35143,0.124555866547513,3.3290427154842,0.178042291112594
hyper,GO:0008380,RNA splicing,458,3,94,35143,0.124629603778816,2.49664091367142,0.178042291112594
hyper,GO:0000819,sister chromatid segregation,231,2,94,35143,0.127225688411153,3.28552606813461,0.180629063793612
hyper,GO:0009060,aerobic respiration,233,2,94,35143,0.129013176390286,3.25713752565762,0.180933113230279
hyper,GO:0045814,"negative regulation of gene expression, epigenetic",233,2,94,35143,0.129013176390286,3.25713752565762,0.180933113230279
hyper,GO:0016755,aminoacyltransferase activity,472,3,94,35143,0.132980663703461,2.42161016949147,0.183978816078082
hyper,GO:0022618,protein-RNA complex assembly,238,2,94,35143,0.133507692307575,3.18825356229434,0.183978816078082
hyper,GO:0050790,regulation of catalytic activity,473,3,94,35143,0.133584618630607,2.41642078851376,0.183978816078082
hyper,GO:0032386,regulation of intracellular transport,247,2,94,35143,0.141686020114055,3.07129026579814,0.191182902858162
hyper,GO:0032886,regulation of microtubule-based process,247,2,94,35143,0.141686020114055,3.07129026579814,0.191182902858162
hyper,GO:0071826,protein-RNA complex organization,247,2,94,35143,0.141686020114055,3.07129026579814,0.191182902858162
hyper,GO:0060341,regulation of cellular localization,487,3,94,35143,0.142140332124981,2.34600717557591,0.191182902858162
hyper,GO:0051258,protein polymerization,249,2,94,35143,0.143518027790327,3.04644665618984,0.191913641812646
hyper,GO:0000209,protein polyubiquitination,252,2,94,35143,0.146275528749566,3.00992063492051,0.194470356141042
hyper,GO:0006520,amino acid metabolic process,253,2,94,35143,0.147197173887776,2.99793778999815,0.194570976978095
hyper,GO:0016323,basolateral plasma membrane,254,2,94,35143,0.148120036456121,2.98604929818543,0.19467204791376
hyper,GO:0006397,mRNA processing,499,3,94,35143,0.149617391723341,2.28879737496967,0.194875442598609
hyper,GO:0003730,mRNA 3'-UTR binding,256,2,94,35143,0.149969362347625,2.96255095108683,0.194875442598609
hyper,GO:0051259,protein complex oligomerization,257,2,94,35143,0.150895800050056,2.95093892742332,0.194977719165803
hyper,GO:0031965,nuclear membrane,258,2,94,35143,0.151823403940733,2.93941691944713,0.195080351432227
hyper,GO:0140014,mitotic nuclear division,263,2,94,35143,0.156478474995668,2.88312117705394,0.19994471805002
hyper,GO:0045333,cellular respiration,267,2,94,35143,0.160222246881451,2.83960267057471,0.203597330291346
hyper,GO:0045121,membrane raft,278,2,94,35143,0.170601297358631,2.72638411010312,0.215595046112555
hyper,GO:0098857,membrane microdomain,280,2,94,35143,0.172500710509739,2.70675465838499,0.216804171678907
hyper,GO:0009925,basal plasma membrane,285,2,94,35143,0.177264606543464,2.65888634630043,0.221580758179329
hyper,GO:0010562,positive regulation of phosphorus metabolic process,288,2,94,35143,0.180133028389684,2.63096316425111,0.222745142632405
hyper,GO:0045937,positive regulation of phosphate metabolic process,288,2,94,35143,0.180133028389684,2.63096316425111,0.222745142632405
hyper,GO:0098813,nuclear chromosome segregation,292,2,94,35143,0.183968735375372,2.59462477665267,0.22627170661142
hyper,GO:0071214,cellular response to abiotic stimulus,298,2,94,35143,0.189744767055266,2.54194630872474,0.230813745221002
hyper,GO:0104004,cellular response to environmental stimulus,298,2,94,35143,0.189744767055266,2.54194630872474,0.230813745221002
hyper,GO:0045211,postsynaptic membrane,299,2,94,35143,0.190709923751614,2.53337210993156,0.230813745221002
hyper,GO:0030667,secretory granule membrane,300,2,94,35143,0.191675762335701,2.52485507246368,0.230813745221002
hyper,GO:0045178,basal part of cell,304,2,94,35143,0.19554572823783,2.49134725400449,0.234247486951567
hyper,GO:0043122,regulation of canonical NF-kappaB signal transduction,307,2,94,35143,0.198454857680648,2.46678940659954,0.236432626974984
hyper,GO:0051020,GTPase binding,308,2,94,35143,0.199425781013682,2.45870976849229,0.236432626974984
hyper,GO:0040029,epigenetic regulation of gene expression,319,2,94,35143,0.210142711764578,2.37317704783964,0.247742937455861
hyper,GO:0007249,canonical NF-kappaB signal transduction,320,2,94,35143,0.211120068440647,2.36569293478253,0.247742937455861
hyper,GO:0006887,exocytosis,325,2,94,35143,0.216013768680059,2.32896321070226,0.252198816225449
hyper,GO:1902903,regulation of supramolecular fiber organization,331,2,94,35143,0.221900204972288,2.2863522921318,0.257445242375345
hyper,GO:0000151,ubiquitin ligase complex,332,2,94,35143,0.22288263465529,2.27940020953371,0.257445242375345
hyper,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,333,2,94,35143,0.223865428152474,2.27248988118546,0.257445242375345
hyper,GO:0044093,positive regulation of molecular function,338,2,94,35143,0.228784544289955,2.238551582197,0.261793259635271
hyper,GO:0001818,negative regulation of cytokine production,343,2,94,35143,0.233711445315113,2.20560273798954,0.264796218829931
hyper,GO:0015980,energy derivation by oxidation of organic compounds,343,2,94,35143,0.233711445315113,2.20560273798954,0.264796218829931
hyper,GO:0009410,response to xenobiotic stimulus,350,2,94,35143,0.24062016396679,2.16105590062105,0.269756541604416
hyper,GO:0061630,ubiquitin protein ligase activity,351,2,94,35143,0.24160803291526,2.15483711135878,0.269756541604416
hyper,GO:0106310,protein serine kinase activity,351,2,94,35143,0.24160803291526,2.15483711135878,0.269756541604416
hyper,GO:0009615,response to virus,360,2,94,35143,0.250507021832198,2.10042270531395,0.278341135369109
hyper,GO:0061659,ubiquitin-like protein ligase activity,367,2,94,35143,0.257436136790249,2.05994550408713,0.284664958950756
hyper,GO:0042176,regulation of protein catabolic process,372,2,94,35143,0.262388018945793,2.0319658719027,0.288752365347044
hyper,GO:0015631,tubulin binding,376,2,94,35143,0.266350325302539,2.01011794634592,0.291414308934841
hyper,GO:0016607,nuclear speck,377,2,94,35143,0.267340952979354,2.0047284050282,0.291414308934841
hyper,GO:0043235,receptor complex,380,2,94,35143,0.27031284514925,1.98872997711665,0.29326393577513
hyper,GO:0140098,"catalytic activity, acting on RNA",388,2,94,35143,0.278236735656336,1.94727700582693,0.300443423478673
hyper,GO:0000280,nuclear division,394,2,94,35143,0.284176936584274,1.91729198852345,0.305423810347584
hyper,GO:0006091,generation of precursor metabolites and energy,397,2,94,35143,0.287145658493586,1.90263936042049,0.307179076528022
hyper,GO:0023061,signal release,400,2,94,35143,0.290113229886864,1.88820652173908,0.308916865157309
hyper,GO:0004674,protein serine/threonine kinase activity,422,2,94,35143,0.311824498887447,1.78863589532244,0.330505229235543
hyper,GO:0097060,synaptic membrane,426,2,94,35143,0.315759417676556,1.7716370687895,0.333140670025724
hyper,GO:1903829,positive regulation of protein localization,435,2,94,35143,0.324595019604063,1.73453273363314,0.340898879036231
hyper,GO:0030133,transport vesicle,438,2,94,35143,0.327534184896781,1.72250347429021,0.341891556601388
hyper,GO:0048285,organelle fission,439,2,94,35143,0.328513191343073,1.71853025651179,0.341891556601388
hyper,GO:0140168,nuclear ribonucleoprotein granule,443,2,94,35143,0.332425506246751,1.70281676317593,0.344404803769157
hyper,GO:0044089,positive regulation of cellular component biogenesis,448,2,94,35143,0.337307179711059,1.6835694875776,0.347895297459837
hyper,GO:0043025,neuronal cell body,458,2,94,35143,0.34703917885859,1.64633567495724,0.356334871149445
hyper,GO:0140297,DNA-binding transcription factor binding,464,2,94,35143,0.352856760661765,1.6247657421289,0.360698022009805
hyper,GO:0040008,regulation of growth,466,2,94,35143,0.354792136960935,1.61769919761146,0.361071643809801
hyper,GO:0051493,regulation of cytoskeleton organization,476,2,94,35143,0.364438842441433,1.58325721592981,0.3692552148085
hyper,GO:0019221,cytokine-mediated signaling pathway,482,2,94,35143,0.370201534208877,1.56327800829872,0.373448916087903
hyper,GO:0005975,carbohydrate metabolic process,487,2,94,35143,0.37498849633257,1.54700473172035,0.376626000683368
hyper,GO:0080135,regulation of cellular response to stress,490,2,94,35143,0.377853790294326,1.53740017746226,0.377853790294326
hypo,GO:0048729,tissue morphogenesis,372,4,61,35143,0.00400993460434073,6.55932842859807,0.0613272700013256
hypo,GO:0048644,muscle organ morphogenesis,56,2,61,35143,0.00429690055856262,21.2391041162163,0.0613272700013256
hypo,GO:0060415,muscle tissue morphogenesis,56,2,61,35143,0.00429690055856262,21.2391041162163,0.0613272700013256
hypo,GO:0030858,positive regulation of epithelial cell differentiation,64,2,61,35143,0.00557520636375687,18.5799788135544,0.0613272700013256
hypo,GO:1901264,carbohydrate derivative transport,84,2,61,35143,0.00942874669338698,14.1481033091174,0.0829729709018055
hypo,GO:0010811,positive regulation of cell-substrate adhesion,102,2,61,35143,0.0136571173316802,11.6453971419057,0.100152193765655
hypo,GO:0002520,immune system development,113,2,61,35143,0.0165749352683071,10.5084745762696,0.104185307400787
hypo,GO:0030856,regulation of epithelial cell differentiation,134,2,61,35143,0.0228059412655966,8.85631166202772,0.110291669734509
hypo,GO:0032635,interleukin-6 production,141,2,61,35143,0.0250662885760248,8.41495372039807,0.110291669734509
hypo,GO:0032675,regulation of interleukin-6 production,141,2,61,35143,0.0250662885760248,8.41495372039807,0.110291669734509
hypo,GO:0010810,regulation of cell-substrate adhesion,184,2,61,35143,0.0407856078115034,6.44049373618216,0.163142431246014
hypo,GO:0005516,calmodulin binding,194,2,61,35143,0.0448585021928153,6.10676218766328,0.164481174706989
hypo,GO:0007517,muscle organ development,242,2,61,35143,0.0663122227503551,4.88877994116789,0.212105774555838
hypo,GO:0008544,epidermis development,273,2,61,35143,0.0816381713536464,4.32979449928576,0.212105774555838
hypo,GO:0002429,immune response-activating cell surface receptor signaling pathway,284,2,61,35143,0.0873173751064932,4.16077822869395,0.212105774555838
hypo,GO:0006650,glycerophospholipid metabolic process,284,2,61,35143,0.0873173751064932,4.16077822869395,0.212105774555838
hypo,GO:0060537,muscle tissue development,286,2,61,35143,0.0883625776662407,4.13144482635984,0.212105774555838
hypo,GO:0031589,cell-substrate adhesion,303,2,61,35143,0.0973959405844004,3.89774570677385,0.212105774555838
hypo,GO:0002697,regulation of immune effector process,307,2,61,35143,0.0995587361368371,3.84651907469752,0.212105774555838
hypo,GO:0002768,immune response-regulating cell surface receptor signaling pathway,309,2,61,35143,0.10064525341621,3.82140310460184,0.212105774555838
hypo,GO:0050900,leukocyte migration,317,2,61,35143,0.105024623265751,3.72410843180219,0.212105774555838
hypo,GO:0000151,ubiquitin ligase complex,332,2,61,35143,0.113373293058255,3.55431897079827,0.212105774555838
hypo,GO:0001818,negative regulation of cytokine production,343,2,61,35143,0.119602633803186,3.43924494737345,0.212105774555838
hypo,GO:1903706,regulation of hemopoiesis,355,2,61,35143,0.126494338049093,3.32184292193825,0.212105774555838
hypo,GO:0006644,phospholipid metabolic process,358,2,61,35143,0.128232147866379,3.29372218539895,0.212105774555838
hypo,GO:0046486,glycerolipid metabolic process,364,2,61,35143,0.131724890863923,3.23887129819318,0.212105774555838
hypo,GO:0045089,positive regulation of innate immune response,366,2,61,35143,0.132894099587354,3.22098731129002,0.212105774555838
hypo,GO:0045785,positive regulation of cell adhesion,387,2,61,35143,0.145311800717495,3.04436561117667,0.212105774555838
hypo,GO:0002833,positive regulation of response to biotic stimulus,391,2,61,35143,0.147704624295744,3.01287442021748,0.212105774555838
hypo,GO:0016324,apical plasma membrane,402,2,61,35143,0.154326816505189,2.92950501728633,0.212105774555838
hypo,GO:0002250,adaptive immune response,403,2,61,35143,0.154931772337629,2.9221516591663,0.212105774555838
hypo,GO:0015711,organic anion transport,409,2,61,35143,0.158571361900176,2.87878662301592,0.212105774555838
hypo,GO:0006869,lipid transport,416,2,61,35143,0.162838190402229,2.82977509778346,0.212105774555838
hypo,GO:0004842,ubiquitin-protein transferase activity,423,2,61,35143,0.167126170486897,2.78238570340975,0.212105774555838
hypo,GO:0010876,lipid localization,435,2,61,35143,0.174523022757828,2.70469511007198,0.212105774555838
hypo,GO:0045088,regulation of innate immune response,442,2,61,35143,0.178862893439431,2.66132372114416,0.212105774555838
hypo,GO:0001819,positive regulation of cytokine production,446,2,61,35143,0.18135058553684,2.63715132629009,0.212105774555838
hypo,GO:0019787,ubiquitin-like protein transferase activity,457,2,61,35143,0.188219050315154,2.57285910321542,0.212105774555838
hypo,GO:0002694,regulation of leukocyte activation,466,2,61,35143,0.19386639246071,2.52251400305512,0.212105774555838
hypo,GO:0002757,immune response-activating signaling pathway,467,2,61,35143,0.194495312798851,2.5170398867636,0.212105774555838
hypo,GO:0016755,aminoacyltransferase activity,472,2,61,35143,0.197644017199758,2.49001723642622,0.212105774555838
hypo,GO:0002764,immune response-regulating signaling pathway,492,2,61,35143,0.210301281233519,2.38741904368188,0.212843482427914
hypo,GO:0045177,apical part of cell,492,2,61,35143,0.210301281233519,2.38741904368188,0.212843482427914
hypo,GO:0031349,positive regulation of defense response,496,2,61,35143,0.212843482427914,2.36789229086925,0.212843482427914
