motif_id,tf,cand_hit,cand_n,hypo_hit,hypo_n,hyper_hit,hyper_n,bg_hit,bg_n,or,p_fisher,p_bh
MA2538.1,CGGBP1,1,166,0,61,1,105,222,2458,0.061042861042861,8.55224696054681e-06,0.0142052822014682
MA0259.1,ARNT::HIF1A,82,166,27,61,55,105,1626,2458,0.499502137878522,2.22449521723814e-05,0.0184744327791627
MA1951.1,FOS,6,166,0,61,6,105,6,2458,15.325,3.93942093846684e-05,0.0218112605959781
MA1951.2,FOS,6,166,0,61,6,105,7,2458,13.1303571428571,6.93478379880355e-05,0.0287966897245318
MA0095.2,YY1,26,166,4,61,22,105,176,2458,2.40795454545455,0.000393181630731127,0.10576680303575
MA1721.1,ZNF93,0,166,0,61,0,105,123,2458,0,0.000445614906381149,0.10576680303575
MA2583.1,ZNF142,0,166,0,61,0,105,127,2458,0,0.000480035121815709,0.10576680303575
MA1499.1,HOXB4,121,166,42,61,79,105,2065,2458,0.511735270379338,0.000509412657607465,0.10576680303575
MA1650.2,ZBTB14,13,166,4,61,9,105,438,2458,0.391858417644074,0.000595845578203239,0.10996661171062
MA0794.1,PROX1,5,166,0,61,5,105,9,2458,8.45065562456867,0.00119663551050733,0.198761158295267
MA1106.1,HIF1A,39,166,12,61,27,105,877,2458,0.553596279370438,0.00133134949771071,0.201033774154317
MA0500.2,MYOG,41,166,13,61,28,105,890,2458,0.577869662921348,0.00249126078171343,0.284117181863906
MA1721.2,ZNF93,3,166,2,61,1,105,186,2458,0.224816940431427,0.00278394352985112,0.284117181863906
MA1729.1,ZNF680,6,166,2,61,4,105,18,2458,5.08333333333333,0.0030294596977448,0.284117181863906
MA0763.2,ETV3,29,166,9,61,20,105,237,2458,1.98370753641935,0.00306991834961028,0.284117181863906
MA1102.3,CTCFL,48,166,19,61,29,105,999,2458,0.594085611034764,0.00309478917392497,0.284117181863906
MA0105.3,NFKB1,16,166,10,61,6,105,454,2458,0.470837004405286,0.00322842222414302,0.284117181863906
MA1563.2,SOX18,130,166,46,61,84,105,2136,2458,0.544371618809821,0.0032582632002551,0.284117181863906
MA1560.2,SOHLH2,19,166,6,61,13,105,507,2458,0.497376860014223,0.00350919725073931,0.284117181863906
MA0703.3,LMX1B,56,166,18,61,38,105,1120,2458,0.608181818181818,0.0035867405852347,0.284117181863906
MA1106.2,HIF1A,55,166,19,61,36,105,1099,2458,0.612719179598161,0.00359208959611199,0.284117181863906
MA1127.1,FOSB::JUN,9,166,3,61,6,105,42,2458,3.2975432211101,0.00395524806720771,0.289413190896539
MA0527.2,ZBTB33,8,166,1,61,7,105,34,2458,3.60982874162323,0.00400752762830848,0.289413190896539
MA0702.1,LMX1A,73,166,23,61,50,105,1362,2458,0.631645429712788,0.0047281439545408,0.310569333431982
MA1560.1,SOHLH2,8,166,3,61,5,105,285,2458,0.386053741949811,0.00486544885590551,0.310569333431982
MA0719.1,RHOXF1,158,166,56,61,102,105,2422,2458,0.293559042113955,0.00539962246715086,0.310569333431982
MA0877.3,BARHL1,31,166,8,61,23,105,705,2458,0.570979774100342,0.00547855771883634,0.310569333431982
MA0131.3,HINFP,16,166,5,61,11,105,440,2458,0.489212121212121,0.00566714777442902,0.310569333431982
MA1650.1,ZBTB14,3,166,0,61,3,105,173,2458,0.243093726727898,0.00572300583684786,0.310569333431982
MA0726.1,VSX2,77,166,23,61,54,105,1418,2458,0.634538279900477,0.00574776489206121,0.310569333431982
MA2628.1,HELT,32,166,11,61,21,105,720,2458,0.576451077943615,0.00579629701167456,0.310569333431982
MA0464.3,BHLHE40,20,166,7,61,13,105,510,2458,0.523233951114692,0.00671671775492487,0.348639630966569
MA2685.1,TLX3,99,166,34,61,65,105,1716,2458,0.638920780711826,0.00705873976824321,0.353162788476759
MA1131.1,FOSL2::JUN,10,166,3,61,7,105,56,2458,2.74954212454212,0.00750012258161311,0.353162788476759
MA1117.1,RELB,58,166,19,61,39,105,622,2458,1.58520900321543,0.00780691068160432,0.353162788476759
MA0038.3,GFI1,4,166,1,61,3,105,187,2458,0.299861358684888,0.00825208036679218,0.353162788476759
MA2586.1,ZNF518B,0,166,0,61,0,105,81,2458,0,0.00882462798754589,0.353162788476759
MA0076.1,ELK4,24,166,10,61,14,105,200,2458,1.90816901408451,0.00896136163296653,0.353162788476759
MA0033.1,FOXL1,148,166,51,61,97,105,2322,2458,0.481577184419562,0.00935551653677477,0.353162788476759
MA1126.1,FOS::JUN,4,166,2,61,2,105,10,2458,6.04444444444444,0.00937203069491817,0.353162788476759
MA0259.2,ARNT::HIF1A,157,166,54,61,103,105,2409,2458,0.354826806881601,0.0094488929455947,0.353162788476759
MA1139.1,FOSL2::JUNB,7,166,1,61,6,105,32,2458,3.3376572327044,0.00980908792308541,0.353162788476759
MA0647.1,GRHL1,7,166,0,61,7,105,32,2458,3.3376572327044,0.00980908792308541,0.353162788476759
MA2557.1,ZGLP1,159,166,56,61,103,105,2426,2458,0.299611353197503,0.00980908792308542,0.353162788476759
MA0464.2,BHLHE40,12,166,4,61,8,105,349,2458,0.47088155397611,0.0100467068594277,0.353162788476759
MA1562.2,SOX14,12,166,4,61,8,105,349,2458,0.47088155397611,0.0100467068594277,0.353162788476759
MA0674.2,NKX6-1,125,166,41,61,84,105,2049,2458,0.608565748907855,0.010411479520892,0.353162788476759
MA1729.2,ZNF680,15,166,7,61,8,105,105,2458,2.22611163670766,0.0105712791564962,0.353162788476759
MA1102.2,CTCFL,17,166,9,61,8,105,441,2458,0.521831103806176,0.0108590949699928,0.353162788476759
MA0616.3,HES2,17,166,4,61,13,105,437,2458,0.527651928186384,0.0108682508989833,0.353162788476759
MA1566.2,TBX3,6,166,3,61,3,105,231,2458,0.361525974025974,0.0109004889329721,0.353162788476759
MA1129.1,FOSL1::JUN,13,166,4,61,9,105,88,2458,2.28832442067736,0.0110562703195614,0.353162788476759
MA0630.2,SHOX,149,166,50,61,99,105,2333,2458,0.469604901540556,0.0113971197940178,0.357181433544595
MA1499.2,HOXB4,143,166,51,61,92,105,2265,2458,0.529782128803148,0.0120644316379634,0.367243435077844
MA0463.3,BCL6,4,166,0,61,4,105,11,2458,5.49270482603816,0.0121603786449617,0.367243435077844
MA0703.1,LMX1B,123,166,34,61,89,105,2018,2458,0.623689123470164,0.0128122948868553,0.380021817983333
MA0753.3,ZNF740,7,166,2,61,5,105,245,2458,0.397663971248877,0.0134735742486157,0.392624681174572
MA0862.1,GMEB2,26,166,6,61,20,105,229,2458,1.80767311291329,0.0138570809134723,0.395540993190951
MA0745.3,SNAI2,124,166,47,61,77,105,1607,2458,1.56345749251785,0.0140499208899856,0.395540993190951
MA1974.2,ZNF211,23,166,6,61,17,105,200,2458,1.81587412587413,0.0143593579305316,0.39751489204355
MA1507.1,HOXD4,137,166,46,61,91,105,2191,2458,0.575693668455594,0.0151877221854813,0.407865628261914
MA0759.1,ELK3,24,166,7,61,17,105,208,2458,1.82827735644637,0.015224364209656,0.407865628261914
MA0702.2,LMX1A,67,166,20,61,47,105,1237,2458,0.668014012395581,0.0159102540234884,0.408815778340569
MA0610.2,DMRT3,98,166,33,61,65,105,1682,2458,0.664894733160803,0.015954274872535,0.408815778340569
MA1545.2,OVOL2,42,166,11,61,31,105,431,2458,1.59295711398847,0.0159982092667893,0.408815778340569
MA2588.1,FAM200B,29,166,8,61,21,105,633,2458,0.610290471742715,0.0163431337733677,0.408942138902093
MA1136.1,FOSB::JUNB,12,166,4,61,8,105,83,2458,2.22969801283054,0.0167736146104984,0.408942138902093
MA0877.4,BARHL1,139,166,44,61,95,105,2213,2458,0.569948620106776,0.0169074054650012,0.408942138902093
MA2589.1,ZNF728,14,166,4,61,10,105,102,2458,2.12745098039216,0.016987963626878,0.408942138902093
MA1478.1,DMRTA2,32,166,7,61,25,105,311,2458,1.64860584537121,0.0173784276615834,0.412365262084142
MA0625.2,NFATC3,144,166,48,61,96,105,2267,2458,0.551469703653206,0.017951176304188,0.41995639213037
MA1548.2,PLAGL2,38,166,19,61,19,105,781,2458,0.637463988476312,0.0191581570476069,0.441968039667709
MA0684.1,RUNX3,18,166,5,61,13,105,442,2458,0.554726672373731,0.019835012211788,0.451314455942189
MA1131.2,FOSL2::JUN,14,166,5,61,9,105,106,2458,2.04369414101291,0.0203633676183839,0.453874004978926
MA0719.2,RHOXF1,160,166,56,61,104,105,2429,2458,0.318375188692192,0.0204940098575674,0.453874004978926
MA2581.1,ZNF66,96,166,34,61,62,105,1644,2458,0.679040667361835,0.0216859578419353,0.473952315466507
MA1564.2,SP9,37,166,10,61,27,105,753,2458,0.649443569391684,0.0230326169607012,0.484443284731265
MA0674.1,NKX6-1,119,166,38,61,81,105,1954,2458,0.65306300224308,0.0230524076653973,0.484443284731265
MA1511.1,KLF10,17,166,6,61,11,105,416,2458,0.560047754259164,0.0231469597328263,0.484443284731265
MA0726.2,VSX2,93,166,28,61,65,105,1597,2458,0.68684433998679,0.0235143722351089,0.484443284731265
MA1530.2,NKX6-3,101,166,36,61,65,105,1706,2458,0.684931012715303,0.0242109877875743,0.484443284731265
MA0702.3,LMX1A,76,166,22,61,54,105,1349,2458,0.694209702660407,0.0242129040121897,0.484443284731265
MA0710.2,NOTO,127,166,44,61,83,105,2053,2458,0.642399490426768,0.024331647751719,0.484443284731265
MA2329.1,ZBTB11,15,166,3,61,12,105,380,2458,0.543220634367375,0.0244992389629297,0.484443284731265
MA0723.1,VAX2,100,166,28,61,72,105,1691,2458,0.687239037327742,0.0249793895570692,0.488126659462258
MA0028.1,ELK1,78,166,22,61,56,105,934,2458,1.44627214327428,0.0258639412361729,0.494863985057268
MA1504.1,HOXC4,142,166,49,61,93,105,2237,2458,0.584525406049769,0.0264148837567156,0.494863985057268
MA1484.2,ETS2,27,166,10,61,17,105,255,2458,1.6781210325857,0.0266009050116598,0.494863985057268
MA0635.2,BARHL2,142,166,45,61,97,105,2236,2458,0.587432915921288,0.0268877187118972,0.494863985057268
MA1637.2,EBF3,36,166,18,61,18,105,734,2458,0.650429679312513,0.0274012675659731,0.494863985057268
MA1463.2,ARGFX,54,166,17,61,37,105,1015,2458,0.685450387051372,0.0275028480349723,0.494863985057268
MA0701.2,LHX9,84,166,25,61,59,105,1461,2458,0.699053438172985,0.0277076162614846,0.494863985057268
MA0075.3,PRRX2,84,166,25,61,59,105,1461,2458,0.699053438172985,0.0277076162614846,0.494863985057268
MA0746.3,SP3,14,166,3,61,11,105,357,2458,0.542053663570691,0.028410209499454,0.500254832001263
MA0048.3,NHLH1,23,166,12,61,11,105,513,2458,0.60980929401982,0.0287090050106537,0.500254832001263
MA0707.1,MNX1,94,166,28,61,66,105,1600,2458,0.700104166666667,0.0293588703261772,0.500254832001263
MA0594.2,HOXA9,64,166,24,61,40,105,741,2458,1.45389113810166,0.0293619070391787,0.500254832001263
MA1652.1,ZKSCAN5,17,166,8,61,9,105,408,2458,0.573266219239374,0.0295153362649752,0.500254832001263
MA0903.1,HOXB3,128,166,42,61,86,105,2063,2458,0.64494731739674,0.0300124554973916,0.503489143863196
MA0658.2,LHX6,69,166,19,61,50,105,1238,2458,0.700997618373499,0.0303124108286091,0.503489143863196
MA2508.1,CASZ1,4,166,0,61,4,105,165,2458,0.343135054246165,0.0315862480264572,0.519453049227182
MA0744.3,SCRT2,7,166,2,61,5,105,224,2458,0.439072327044025,0.0324932430271415,0.52913016341257
MA1656.1,ZNF449,14,166,5,61,9,105,110,2458,1.96602870813397,0.0343491565124592,0.546230449795734
MA2119.1,HOXA3,112,166,39,61,73,105,1843,2458,0.692108277566769,0.034440712608237,0.546230449795734
MA0511.2,RUNX2,19,166,5,61,14,105,442,2458,0.589528118939884,0.0345299200653534,0.546230449795734
MA1099.3,HES1,59,166,16,61,43,105,1080,2458,0.703547940463828,0.0355627221692399,0.55726114644441
MA0706.2,MEOX2,121,166,42,61,79,105,1967,2458,0.671196972264588,0.0361360064480672,0.55854509428066
MA0047.3,FOXA2,88,166,27,61,61,105,1096,2458,1.40202133632791,0.0363172005913975,0.55854509428066
MA0905.1,HOXC10,39,166,13,61,26,105,773,2458,0.669393201658331,0.0369890727005711,0.563659172070171
MA0475.3,FLI1,21,166,9,61,12,105,192,2458,1.70926724137931,0.0381451772907584,0.575992177090451
MA0703.2,LMX1B,29,166,11,61,18,105,608,2458,0.644088551671149,0.0391712629573406,0.584287333151397
MA0137.2,STAT1,14,166,5,61,9,105,115,2458,1.87654462242563,0.0396044556477946,0.584287333151397
MA0090.1,TEAD1,5,166,1,61,4,105,180,2458,0.393029675638371,0.0397498306117446,0.584287333151397
MA2512.1,ZNF648,86,166,30,61,56,105,1476,2458,0.715210027100271,0.0409464605788594,0.596597114223557
MA1653.1,ZNF148,36,166,14,61,22,105,717,2458,0.672417122626328,0.0413184971531122,0.596782815402777
MA0725.1,VSX1,96,166,28,61,68,105,1620,2458,0.709417989417989,0.0427258481672966,0.597546280782671
MA0814.2,TFAP2C,31,166,12,61,19,105,316,2458,1.55654008438819,0.0431358694011904,0.597546280782671
MA1961.1,PATZ1,46,166,14,61,32,105,874,2458,0.694736842105263,0.0435597433149266,0.597546280782671
MA0157.1,FOXO3,95,166,31,61,64,105,1603,2458,0.71367067031007,0.0437330207775136,0.597546280782671
MA0750.4,ZBTB7A,135,166,50,61,85,105,2140,2458,0.647120892372626,0.0438507683280672,0.597546280782671
MA0014.4,PAX5,2,166,1,61,1,105,107,2458,0.267950763619786,0.0442589065182969,0.597546280782671
MA1713.1,ZNF610,2,166,0,61,2,105,109,2458,0.262810472141419,0.0444118316956042,0.597546280782671
MA1516.1,KLF3,23,166,12,61,11,105,503,2458,0.625130336859959,0.0445755937163214,0.597546280782671
MA0035.4,GATA1,47,166,18,61,29,105,886,2458,0.700760665439991,0.0446091142787785,0.597546280782671
MA0764.4,ETV4,31,166,8,61,23,105,321,2458,1.52871812622591,0.0452720791841866,0.598023541917533
MA1117.2,RELB,72,166,25,61,47,105,875,2458,1.385726443769,0.045364820157501,0.598023541917533
MA0847.4,FOXD2,55,166,15,61,40,105,639,2458,1.4104950020443,0.0458184018648065,0.599246972420816
MA0024.1,E2F1,28,166,7,61,21,105,283,2458,1.55937932094024,0.0464471602518774,0.602724477956003
MA2676.1,HSF5,50,166,15,61,35,105,930,2458,0.708194289951798,0.0469882821714667,0.605019664238807
MA1484.1,ETS2,22,166,8,61,14,105,211,2458,1.6269747235387,0.0477838329380164,0.610530357769578
MA0488.1,JUN,17,166,8,61,9,105,152,2458,1.7309254680325,0.0485537247834976,0.61216801274385
MA0632.3,TCFL5,36,166,8,61,28,105,712,2458,0.679083837510804,0.0503114279999294,0.61216801274385
MA2587.1,ZNF672,0,166,0,61,0,105,59,2458,0,0.0503627828209796,0.61216801274385
MA0640.2,ELF3,15,166,4,61,11,105,356,2458,0.5865391770221,0.0505865587999409,0.61216801274385
MA1596.1,ZNF460,108,166,31,61,77,105,1405,2458,1.39555773714566,0.0512755187117121,0.61216801274385
MA0492.1,JUND,13,166,6,61,7,105,107,2458,1.86689878443589,0.0516680809034536,0.61216801274385
MA0050.1,IRF1,20,166,5,61,15,105,189,2458,1.6445604116837,0.0531609845972087,0.61216801274385
MA2488.1,ZBTB40,20,166,8,61,12,105,189,2458,1.6445604116837,0.0531609845972087,0.61216801274385
MA0901.1,HOXB13,38,166,11,61,27,105,740,2458,0.689231418918919,0.0532033532679614,0.61216801274385
MA0641.1,ELF4,4,166,0,61,4,105,19,2458,3.16959064327485,0.0532244988506932,0.61216801274385
MA0119.1,NFIC::TLX1,4,166,0,61,4,105,19,2458,3.16959064327485,0.0532244988506932,0.61216801274385
MA0722.2,VAX1,129,166,40,61,89,105,2055,2458,0.683724600512922,0.0534203696203003,0.61216801274385
MA1100.2,ASCL1,66,166,25,61,41,105,1171,2458,0.725380017079419,0.0537683343736409,0.61216801274385
MA1099.2,HES1,32,166,9,61,23,105,642,2458,0.675500999674525,0.053824377636927,0.61216801274385
MA1495.2,HOXA1,133,166,47,61,86,105,2106,2458,0.673630895853118,0.054177421958667,0.61216801274385
MA0900.3,HOXA2,133,166,47,61,86,105,2106,2458,0.673630895853118,0.054177421958667,0.61216801274385
MA0904.3,HOXB5,133,166,47,61,86,105,2106,2458,0.673630895853118,0.054177421958667,0.61216801274385
MA0148.3,FOXA1,30,166,4,61,26,105,312,2458,1.51725113122172,0.0558152577041749,0.625920274270863
MA0892.1,GSX1,104,166,32,61,72,105,1715,2458,0.726718705915546,0.0561481763193008,0.625920274270863
MA0162.2,EGR1,20,166,8,61,12,105,440,2458,0.62826899128269,0.0574945486399137,0.636656301939312
MA0442.3,SOX10,142,166,51,61,91,105,2223,2458,0.625468585994902,0.058166455013792,0.639627140783542
MA1125.2,ZNF384,148,166,48,61,100,105,2291,2458,0.59935011397255,0.0586497096002118,0.639627140783542
MA1483.1,ELF2,5,166,0,61,5,105,29,2458,2.60119940029985,0.0597629853150313,0.639627140783542
MA0140.2,GATA1::TAL1,5,166,2,61,3,105,29,2458,2.60119940029985,0.0597629853150313,0.639627140783542
MA0131.2,HINFP,1,166,0,61,1,105,80,2458,0.180151515151515,0.0601101273010916,0.639627140783542
MA1648.1,TCF12,86,166,32,61,54,105,1459,2458,0.736069225496916,0.060843520917399,0.639627140783542
MA1648.2,TCF12,86,166,32,61,54,105,1459,2458,0.736069225496916,0.060843520917399,0.639627140783542
MA0522.4,TCF3,86,166,32,61,54,105,1459,2458,0.736069225496916,0.060843520917399,0.639627140783542
MA0105.2,NFKB1,3,166,3,61,0,105,128,2458,0.335026840490798,0.0622880732639726,0.650694903719865
MA0038.2,GFI1,3,166,1,61,2,105,129,2458,0.332287059494935,0.0629898697739015,0.65278396835821
MA2325.1,EPAS1,6,166,3,61,3,105,185,2458,0.460743243243243,0.0632740631581408,0.65278396835821
MA0769.3,TCF7,106,166,34,61,72,105,1744,2458,0.723279816513761,0.0643870630388784,0.655795582094882
MA2520.1,ZNF678,46,166,19,61,27,105,526,2458,1.40798479087453,0.0646072095709034,0.655795582094882
MA1632.2,ATF2,36,166,14,61,22,105,394,2458,1.45068332682546,0.0649896891311569,0.655795582094882
MA0690.3,TBX21,8,166,5,61,3,105,226,2458,0.500056009857735,0.0657040523008612,0.655795582094882
MA0902.1,HOXB2,125,166,38,61,87,105,1997,2458,0.703799601841787,0.0662274584131382,0.655795582094882
MA0032.1,FOXC1,161,166,57,61,104,105,2428,2458,0.397858319604613,0.066307814557942,0.655795582094882
MA0842.2,NRL,8,166,2,61,6,105,58,2458,2.09515495416849,0.0663944839277846,0.655795582094882
MA1495.1,HOXA1,105,166,32,61,73,105,1724,2458,0.732855349739455,0.0668867957038497,0.655795582094882
MA0718.1,RAX,94,166,31,61,63,105,1569,2458,0.739731605410382,0.0671193551812944,0.655795582094882
MA1496.1,HOXA4,129,166,42,61,87,105,2053,2458,0.687787153934256,0.0676509727567076,0.656899715199769
MA1583.2,ZFP57,16,166,7,61,9,105,363,2458,0.615610651974288,0.0686427471806631,0.656899715199769
MA0027.2,EN1,119,166,37,61,82,105,1913,2458,0.72132442081614,0.068893099050759,0.656899715199769
MA1727.1,ZNF417,8,166,4,61,4,105,59,2458,2.05878566831152,0.069703364916687,0.656899715199769
MA0722.1,VAX1,103,166,29,61,74,105,1695,2458,0.735955424451,0.069722530345394,0.656899715199769
MA0665.1,MSC,5,166,1,61,4,105,163,2458,0.437259459665435,0.0704720271706816,0.656899715199769
MA0158.2,HOXA5,89,166,26,61,63,105,1498,2458,0.740727896936175,0.0709081146094841,0.656899715199769
MA1487.1,FOXE1,10,166,1,61,9,105,79,2458,1.93037974683544,0.0709983068809788,0.656899715199769
MA1632.1,ATF2,19,166,8,61,11,105,184,2458,1.59738243123336,0.0711881445245394,0.656899715199769
MA0906.1,HOXC12,0,166,0,61,0,105,48,2458,0,0.0712755351823779,0.656899715199769
MA1976.3,ZNF320,35,166,18,61,17,105,683,2458,0.69434354498005,0.0715826902174342,0.656899715199769
MA0894.1,HESX1,87,166,28,61,59,105,1467,2458,0.743936217027776,0.0724844349720841,0.661520035651822
MA1480.1,DPRX,17,166,8,61,9,105,379,2458,0.62586106142976,0.0733724437906847,0.66440221324138
MA0743.2,SCRT1,0,166,0,61,0,105,51,2458,0,0.0736002451754449,0.66440221324138
MA0744.2,SCRT2,0,166,0,61,0,105,52,2458,0,0.0751365147306406,0.670977155739753
MA2522.1,ZNF683,0,166,0,61,0,105,52,2458,0,0.0751365147306406,0.670977155739753
MA0645.2,ETV6,37,166,11,61,26,105,706,2458,0.711772844060874,0.0757091384653994,0.672475288722077
MA1152.2,SOX15,158,166,57,61,101,105,2397,2458,0.502607425949103,0.0770688994366909,0.677784369712512
MA1728.2,ZNF549,67,166,30,61,37,105,1167,2458,0.748677866929795,0.0776048800300545,0.677784369712512
MA0900.2,HOXA2,107,166,34,61,73,105,1746,2458,0.739549964082552,0.078243124006251,0.677784369712512
MA2542.1,SCAND3,115,166,40,61,75,105,1855,2458,0.732995084826383,0.0783989818293974,0.677784369712512
MA1548.1,PLAGL2,32,166,15,61,17,105,628,2458,0.695883639129195,0.0788688141942866,0.677784369712512
MA0759.3,ELK3,17,166,7,61,10,105,162,2458,1.61703537989891,0.0791632557039297,0.677784369712512
MA0156.4,FEV,17,166,7,61,10,105,162,2458,1.61703537989891,0.0791632557039297,0.677784369712512
MA0725.2,VSX1,105,166,31,61,74,105,1717,2458,0.74286068915474,0.0815648374052138,0.687180809601893
MA1126.2,FOS::JUN,17,166,6,61,11,105,164,2458,1.59592404648879,0.082250855659523,0.687180809601893
MA0632.2,TCFL5,10,166,3,61,7,105,254,2458,0.556228548354533,0.0823337277370389,0.687180809601893
MA0753.2,ZNF740,3,166,0,61,3,105,117,2458,0.368255466414976,0.0836576644146034,0.687180809601893
MA2120.1,ZNF184,3,166,2,61,1,105,118,2458,0.364978683581158,0.0838011637307632,0.687180809601893
MA1579.2,ZBTB26,103,166,39,61,64,105,1689,2458,0.744377719510934,0.0845071214345514,0.687180809601893
MA1508.2,IKZF1,89,166,31,61,58,105,1488,2458,0.753473676860774,0.0854486757202594,0.687180809601893
MA1516.2,KLF3,43,166,14,61,29,105,798,2458,0.727224565478737,0.0857417277607935,0.687180809601893
MA0847.2,FOXD2,13,166,4,61,9,105,309,2458,0.590921589779385,0.08587175601707,0.687180809601893
MA0906.2,HOXC12,1,166,0,61,1,105,71,2458,0.203755868544601,0.0861836816394394,0.687180809601893
MA1558.1,SNAI1,137,166,53,61,84,105,1880,2458,1.4524211298606,0.0864223165816671,0.687180809601893
MA0036.1,GATA2,164,166,59,61,105,105,2452,2458,0.200652528548124,0.0865929188680627,0.687180809601893
MA1707.1,DMRTA1,24,166,5,61,19,105,249,2458,1.49940607500424,0.0867950435012082,0.687180809601893
MA0889.1,GBX1,44,166,14,61,30,105,816,2458,0.725731276117004,0.0872147785134088,0.687180809601893
MA0522.3,TCF3,86,166,32,61,54,105,1444,2458,0.754882271468144,0.0875618001727123,0.687180809601893
MA0838.1,CEBPG,3,166,1,61,2,105,14,2458,3.21297107800175,0.0879341685885557,0.687180809601893
MA0527.1,ZBTB33,3,166,0,61,3,105,14,2458,3.21297107800175,0.0879341685885557,0.687180809601893
MA2494.1,ZNF436,3,166,0,61,3,105,14,2458,3.21297107800175,0.0879341685885557,0.687180809601893
MA0043.4,HLF,37,166,10,61,27,105,414,2458,1.41609556978617,0.0881213199549688,0.687180809601893
MA2539.1,SLC2A4RG,2,166,1,61,1,105,98,2458,0.293678446988552,0.0894130864478221,0.693995965373049
MA1525.3,NFATC4,109,166,36,61,73,105,1770,2458,0.743304589156507,0.0907167594770537,0.700839709262261
MA0155.1,INSM1,5,166,0,61,5,105,155,2458,0.461430575035063,0.0936083827779143,0.719831128676462
MA0667.1,MYF6,5,166,2,61,3,105,158,2458,0.452079566003617,0.0943369620326297,0.720619534536913
MA0647.2,GRHL1,11,166,2,61,9,105,93,2458,1.80471730835935,0.094726574546626,0.720619534536913
MA0741.1,KLF16,32,166,8,61,24,105,617,2458,0.712547473330269,0.0950124491653124,0.720619534536913
MA0056.2,MZF1,22,166,8,61,14,105,457,2458,0.668946024799416,0.0962552477005854,0.726278524108723
MA1579.1,ZBTB26,51,166,22,61,29,105,916,2458,0.746554015568635,0.096633084785086,0.726278524108723
MA1473.2,CDX4,52,166,18,61,34,105,935,2458,0.742996528755043,0.0975392800744744,0.729787136052712
MA0867.2,SOX4,92,166,35,61,57,105,1521,2458,0.765890150505535,0.100011170693148,0.741205993947729
MA1956.1,FOXO1::FLI1,3,166,1,61,2,105,15,2458,2.99754601226994,0.100820956387966,0.741205993947729
MA0105.1,NFKB1,19,166,12,61,7,105,407,2458,0.651339651339651,0.10195087655331,0.741205993947729
MA0701.3,LHX9,103,166,32,61,71,105,1681,2458,0.755700971643863,0.102159493493974,0.741205993947729
MA0075.4,PRRX2,103,166,32,61,71,105,1681,2458,0.755700971643863,0.102159493493974,0.741205993947729
MA2564.1,ZNF43,9,166,3,61,6,105,74,2458,1.84678946462386,0.103071521714518,0.741205993947729
MA0830.2,TCF4,63,166,27,61,36,105,781,2458,1.31336474273709,0.103233114748403,0.741205993947729
MA0684.2,RUNX3,58,166,24,61,34,105,1018,2458,0.759659462999345,0.103608293357988,0.741205993947729
MA0762.2,ETV2,13,166,7,61,6,105,122,2458,1.62691524697311,0.104037553979824,0.741205993947729
MA2572.1,ZNF827,161,166,57,61,104,105,2423,2458,0.465125877011969,0.10471047981895,0.741205993947729
MA0707.2,MNX1,140,166,47,61,93,105,2177,2458,0.695028444224586,0.104896903428091,0.741205993947729
MA1564.1,SP9,24,166,6,61,18,105,489,2458,0.680549554998704,0.105001400118377,0.741205993947729
MA0762.1,ETV2,9,166,5,61,4,105,75,2458,1.82140127388535,0.10622710697764,0.741205993947729
MA0098.4,ETS1,31,166,13,61,18,105,341,2458,1.42558922558923,0.106339773065759,0.741205993947729
MA1531.1,NR1D1,2,166,1,61,1,105,7,2458,4.27003484320558,0.106838570600439,0.741205993947729
MA1531.2,NR1D1,2,166,1,61,1,105,7,2458,4.27003484320558,0.106838570600439,0.741205993947729
MA1115.2,POU5F1,80,166,27,61,53,105,1344,2458,0.771040974529347,0.107967278247483,0.741205993947729
MA0888.1,EVX2,72,166,27,61,45,105,1231,2458,0.763468551774202,0.108513508662354,0.741205993947729
MA0473.3,ELF1,8,166,2,61,6,105,209,2458,0.544848888619708,0.10855761032443,0.741205993947729
MA0887.1,EVX1,72,166,30,61,42,105,1229,2458,0.765957446808511,0.108663012377752,0.741205993947729
MA0901.2,HOXB13,27,166,10,61,17,105,291,2458,1.44648817028851,0.108780966465347,0.741205993947729
MA1592.2,ZNF274,0,166,0,61,0,105,42,2458,0,0.108882758894188,0.741205993947729
MA0644.3,ESX1,110,166,35,61,75,105,1771,2458,0.761978704525288,0.109982515452408,0.742767398321476
MA2582.1,ZNF121,68,166,22,61,46,105,853,2458,1.30559609541355,0.110414358353072,0.742767398321476
MA0748.3,YY2,42,166,8,61,34,105,492,2458,1.35346184107002,0.110731249465096,0.742767398321476
MA1474.1,CREB3L4,0,166,0,61,0,105,44,2458,0,0.110900851766241,0.742767398321476
MA1581.1,ZBTB6,70,166,24,61,46,105,880,2458,1.30752840909091,0.112636778904479,0.748359990960624
MA0132.2,PDX1,134,166,43,61,91,105,2102,2458,0.709205518553758,0.112636964322791,0.748359990960624
MA0747.1,SP8,14,166,5,61,9,105,316,2458,0.624333777481679,0.114883460976973,0.760149979798722
MA0909.1,HOXD13,53,166,19,61,34,105,941,2458,0.756124627349929,0.116099524586631,0.760149979798722
MA0628.2,POU6F1,94,166,29,61,65,105,1543,2458,0.774195290559516,0.11638022409388,0.760149979798722
MA0645.1,ETV6,22,166,5,61,17,105,448,2458,0.685453869047619,0.116692983585413,0.760149979798722
