motif_id,tf,cand_hit,cand_n,hypo_hit,hypo_n,hyper_hit,hyper_n,bg_hit,bg_n,or,p_fisher,p_bh
MA0802.2,TBR1,27,166,10,61,17,105,532,2458,0.703223887055769,0.116699725977528,0.760149979798722
MA1113.1,PBX2,20,166,10,61,10,105,209,2458,1.47407747263551,0.118519198768615,0.762011841776685
MA0717.1,RAX2,122,166,37,61,85,105,1936,2458,0.747605184072126,0.118612023950302,0.762011841776685
MA1577.1,TLX2,122,166,37,61,85,105,1936,2458,0.747605184072126,0.118612023950302,0.762011841776685
MA0508.4,PRDM1,105,166,42,61,63,105,1702,2458,0.764577835140914,0.118820630355305,0.762011841776685
MA0675.1,NKX6-2,138,166,46,61,92,105,2148,2458,0.711292897047087,0.119416289466706,0.762886372323844
MA0671.1,NFIX,157,166,56,61,101,105,2379,2458,0.579281677642333,0.121344090303799,0.768102042859907
MA0872.1,TFAP2A,2,166,1,61,1,105,87,2458,0.332352116624615,0.122277948591424,0.768102042859907
MA0470.2,E2F4,1,166,1,61,0,105,1,2458,14.8909090909091,0.122544877397878,0.768102042859907
MA0470.3,E2F4,1,166,1,61,0,105,1,2458,14.8909090909091,0.122544877397878,0.768102042859907
MA0112.3,ESR1,1,166,1,61,0,105,1,2458,14.8909090909091,0.122544877397878,0.768102042859907
MA0628.1,POU6F1,45,166,14,61,31,105,813,2458,0.752493062120704,0.123921590083615,0.769230471645191
MA0522.2,TCF3,147,166,54,61,93,105,2060,2458,1.4947879407256,0.123948552788755,0.769230471645191
MA0746.2,SP3,12,166,2,61,10,105,279,2458,0.608574221477447,0.124114248284715,0.769230471645191
MA0625.3,NFATC3,160,166,57,61,103,105,2415,2458,0.474810213940649,0.12509011437956,0.769323657544553
MA0815.1,TFAP2C,2,166,1,61,1,105,92,2458,0.313626723223754,0.125476288402285,0.769323657544553
MA2493.1,ZNF322,1,166,1,61,0,105,67,2458,0.216282225237449,0.125518790604801,0.769323657544553
MA1123.3,TWIST1,69,166,34,61,35,105,1179,2458,0.771674405183495,0.12692822515408,0.775102139635763
MA2487.1,ZBTB21,151,166,51,61,100,105,2312,2458,0.635697808535179,0.129384666831627,0.782819948386038
MA0836.3,CEBPD,16,166,8,61,8,105,347,2458,0.648914505283381,0.129979351363941,0.782819948386038
MA0644.2,ESX1,110,166,35,61,75,105,1770,2458,0.763518966908797,0.130011517514313,0.782819948386038
MA2097.1,ZNF75A,1,166,1,61,0,105,70,2458,0.206753246753247,0.130077246089432,0.782819948386038
MA0878.3,CDX1,31,166,13,61,18,105,593,2458,0.722190993691837,0.13130867764356,0.787378027313911
MA0496.3,MAFK,8,166,4,61,4,105,64,2458,1.89398734177215,0.132316826641964,0.790569241195334
MA0819.1,CLOCK,10,166,0,61,10,105,88,2458,1.7263986013986,0.132959144879824,0.791210317983259
MA0024.2,E2F1,51,166,15,61,36,105,904,2458,0.762350904193921,0.133376814590796,0.791210317983259
MA0084.2,SRY,148,166,49,61,99,105,2271,2458,0.677038994079945,0.135032254814698,0.798179983086167
MA1968.1,TFCP2,12,166,2,61,10,105,115,2458,1.58757763975155,0.13568849306439,0.799214847446639
MA1464.1,ARNT2,17,166,6,61,11,105,362,2458,0.660610330379325,0.137059774150383,0.803070127453269
MA0764.3,ETV4,22,166,6,61,16,105,236,2458,1.43844161958569,0.137310003730722,0.803070127453269
MA1727.2,ZNF417,43,166,14,61,29,105,512,2458,1.32872840447154,0.140145169887176,0.813958739403425
MA1975.2,ZNF214,4,166,1,61,3,105,28,2458,2.14285714285714,0.140151835923769,0.813958739403425
MA0508.3,PRDM1,90,166,37,61,53,105,1480,2458,0.782539118065434,0.140845782145006,0.815138829766046
MA0048.2,NHLH1,14,166,7,61,7,105,308,2458,0.642942583732057,0.141655686605274,0.816979498094999
MA0871.2,TFEC,6,166,1,61,5,105,162,2458,0.531481481481482,0.142176495714231,0.817145880212242
MA0710.1,NOTO,87,166,29,61,58,105,1438,2458,0.781148219221493,0.143273341020295,0.818887469500107
MA0786.1,POU3F1,18,166,5,61,13,105,372,2458,0.681996512641674,0.143465534993697,0.818887469500107
MA0077.2,SOX9,82,166,30,61,52,105,1362,2458,0.785539472764142,0.146716850978359,0.819163100920873
MA1634.2,BATF,84,166,33,61,51,105,1098,2458,1.26882580301213,0.147045118809318,0.819163100920873
MA0835.3,BATF3,84,166,33,61,51,105,1098,2458,1.26882580301213,0.147045118809318,0.819163100920873
MA0462.3,BATF::JUN,84,166,33,61,51,105,1098,2458,1.26882580301213,0.147045118809318,0.819163100920873
MA1928.2,BNC2,84,166,33,61,51,105,1098,2458,1.26882580301213,0.147045118809318,0.819163100920873
MA0764.1,ETV4,23,166,9,61,14,105,250,2458,1.42053146853147,0.147119915584517,0.819163100920873
MA1638.2,HAND2,143,166,56,61,87,105,2208,2458,0.703961877756774,0.147119915584517,0.819163100920873
MA0712.2,OTX2,80,166,25,61,55,105,1332,2458,0.786367763111949,0.147644726652195,0.819163100920873
MA2003.1,NKX2-4,78,166,28,61,50,105,1301,2458,0.788257284606247,0.148499482888908,0.819163100920873
MA1545.1,OVOL2,8,166,3,61,5,105,69,2458,1.75307283067327,0.148583831536946,0.819163100920873
MA0107.1,RELA,15,166,7,61,8,105,321,2458,0.661323265457696,0.14990264171153,0.819163100920873
MA2521.1,FIZ1,2,166,1,61,1,105,9,2458,3.31842818428184,0.150418269585109,0.819163100920873
MA0051.2,IRF2,2,166,1,61,1,105,9,2458,3.31842818428184,0.150418269585109,0.819163100920873
MA0083.1,SRF,2,166,0,61,2,105,9,2458,3.31842818428184,0.150418269585109,0.819163100920873
MA0690.1,TBX21,12,166,5,61,7,105,270,2458,0.631457431457432,0.153706373837685,0.831851550482553
MA0893.1,GSX2,111,166,35,61,76,105,1771,2458,0.782885888814743,0.154814001163046,0.831851550482553
MA1506.2,HOXD10,3,166,1,61,2,105,102,2458,0.425117286178275,0.155002006254009,0.831851550482553
MA1562.1,SOX14,3,166,0,61,3,105,104,2458,0.41658801321378,0.155041209870021,0.831851550482553
MA0814.1,TFAP2C,39,166,11,61,28,105,467,2458,1.30922794179635,0.155534791634996,0.831851550482553
MA0661.2,MEOX1,110,166,38,61,72,105,1761,2458,0.777460047051188,0.155753059723103,0.831851550482553
MA1474.2,CREB3L4,3,166,2,61,1,105,108,2458,0.400477164280845,0.158325678018861,0.838049272926875
MA0620.2,MITF,3,166,1,61,2,105,19,2458,2.3626089764288,0.1588479717851,0.838049272926875
MA1541.2,NR6A1,3,166,0,61,3,105,19,2458,2.3626089764288,0.1588479717851,0.838049272926875
MA1530.1,NKX6-3,95,166,35,61,60,105,1546,2458,0.789315452872474,0.158931680296186,0.838049272926875
MA0830.1,TCF4,140,166,53,61,87,105,1960,2458,1.36813186813187,0.161188511471626,0.845552159372014
MA2603.1,ZFTA,26,166,14,61,12,105,504,2458,0.720011337868481,0.161372687851251,0.845552159372014
MA0865.3,E2F8,13,166,4,61,9,105,285,2458,0.647838550624928,0.163863591571819,0.855321861264966
MA1637.1,EBF3,13,166,8,61,5,105,287,2458,0.642731889503769,0.164400257558729,0.855321861264966
MA1960.2,MGA::EVX1,5,166,3,61,2,105,146,2458,0.491789330383732,0.164850898249879,0.855321861264966
MA2495.1,ZNF490,20,166,6,61,14,105,219,2458,1.40051291674486,0.165297000280586,0.855321861264966
MA2689.1,ZNF470,0,166,0,61,0,105,35,2458,0,0.16628942946458,0.856825642178987
MA2674.1,HIF3A,124,166,45,61,79,105,1950,2458,0.769133089133089,0.167516484762726,0.856825642178987
MA2683.1,NPAS3,124,166,45,61,79,105,1950,2458,0.769133089133089,0.167516484762726,0.856825642178987
MA0707.3,MNX1,145,166,47,61,98,105,2232,2458,0.699138078170336,0.167651013671385,0.856825642178987
MA0686.2,SPDEF,2,166,2,61,0,105,81,2458,0.357874134296899,0.16959796346544,0.864117231030969
MA1647.1,PRDM4,100,166,30,61,70,105,1339,2458,1.2662095186367,0.170616703257024,0.86664937036672
MA0644.1,ESX1,104,166,35,61,69,105,1667,2458,0.795944036999052,0.171528087092006,0.867924474203389
MA1511.2,KLF10,70,166,23,61,47,105,1174,2458,0.797487223168654,0.172585135696938,0.867924474203389
MA0868.3,SOX8,103,166,39,61,64,105,1653,2458,0.796195469516704,0.173210816254609,0.867924474203389
MA1496.2,HOXA4,141,166,48,61,93,105,2173,2458,0.73971468016567,0.17337600287012,0.867924474203389
MA0748.2,YY2,30,166,2,61,28,105,351,2458,1.32415786827552,0.173480388582496,0.867924474203389
MA0041.3,FOXD3,53,166,18,61,35,105,662,2458,1.27246477555276,0.176500422959154,0.871355882226657
MA0102.5,CEBPA,11,166,5,61,6,105,248,2458,0.632414151925078,0.177952639786459,0.871355882226657
MA0466.3,CEBPB,1,166,0,61,1,105,2,2458,7.44242424242424,0.178096956098089,0.871355882226657
MA0837.2,CEBPE,1,166,0,61,1,105,2,2458,7.44242424242424,0.178096956098089,0.871355882226657
MA0112.4,ESR1,1,166,1,61,0,105,2,2458,7.44242424242424,0.178096956098089,0.871355882226657
MA1532.2,NR1D2,1,166,0,61,1,105,2,2458,7.44242424242424,0.178096956098089,0.871355882226657
MA0014.2,PAX5,1,166,0,61,1,105,2,2458,7.44242424242424,0.178096956098089,0.871355882226657
MA1468.1,ATOH7,37,166,18,61,19,105,445,2458,1.29746537758035,0.178822699362419,0.871355882226657
MA1145.2,FOSL2::JUND,14,166,5,61,9,105,145,2458,1.46923774954628,0.17933318311807,0.871355882226657
MA2585.1,ZNF500,22,166,6,61,16,105,241,2458,1.40542876901798,0.179915241129847,0.871355882226657
MA0442.1,SOX10,155,166,56,61,99,105,2349,2458,0.653856573396803,0.180259899117551,0.871355882226657
MA2121.1,ZNF213,115,166,38,61,77,105,1568,2458,1.27988695478191,0.180766311506005,0.871355882226657
MA0822.1,HES7,1,166,0,61,1,105,61,2458,0.238152011922504,0.180986020089221,0.871355882226657
MA0698.2,ZBTB18,22,166,9,61,13,105,244,2458,1.38627049180328,0.182669693596879,0.876920118683286
MA0733.2,EGR4,1,166,0,61,1,105,63,2458,0.23039923039923,0.18500491767817,0.883708656324967
MA0690.2,TBX21,4,166,2,61,2,105,121,2458,0.47689011325375,0.185147870199331,0.883708656324967
MA0102.3,CEBPA,47,166,19,61,28,105,583,2458,1.27023365092178,0.188791437885777,0.892524767449226
MA0787.1,POU3F2,12,166,4,61,8,105,263,2458,0.650338254900993,0.189714223207275,0.892524767449226
MA0701.1,LHX9,119,166,34,61,85,105,1873,2458,0.790800967840874,0.189907092366168,0.892524767449226
MA0003.4,TFAP2A,33,166,10,61,23,105,390,2458,1.31567379988433,0.189917591286595,0.892524767449226
MA0691.1,TFAP4,12,166,6,61,6,105,265,2458,0.644841950502328,0.190415819837664,0.892524767449226
MA0030.2,FOXF2,33,166,10,61,23,105,603,2458,0.763288819062582,0.19073564297957,0.892524767449226
MA0627.3,POU2F3,33,166,9,61,24,105,607,2458,0.756623849574513,0.190756347046644,0.892524767449226
MA0792.1,POU5F1B,59,166,20,61,39,105,1001,2458,0.802589933431055,0.192248144876977,0.892688547595821
MA1481.1,DRGX,118,166,38,61,80,105,1860,2458,0.790367383512545,0.192638141329585,0.892688547595821
MA1559.2,SNAI3,106,166,37,61,69,105,1440,2458,1.24893518518519,0.192739228085365,0.892688547595821
MA0612.1,EMX1,89,166,25,61,64,105,1448,2458,0.806217263399584,0.192941112936123,0.892688547595821
MA0845.1,FOXB1,40,166,17,61,23,105,489,2458,1.27828091018275,0.194278596533474,0.894039993851757
MA1463.1,ARGFX,34,166,9,61,25,105,620,2458,0.763587487781036,0.194309715701676,0.894039993851757
MA1140.2,JUNB,2,166,0,61,2,105,11,2458,2.71286031042129,0.196772142379757,0.900381621192221
MA1537.1,NR2F1,2,166,1,61,1,105,11,2458,2.71286031042129,0.196772142379757,0.900381621192221
MA1478.2,DMRTA2,154,166,56,61,98,105,2337,2458,0.664455855084867,0.198020787196035,0.902734740648926
MA1522.1,MAZ,80,166,34,61,46,105,1313,2458,0.811208133335695,0.199237743747241,0.902734740648926
MA1581.2,ZBTB6,93,166,29,61,64,105,1245,2458,1.24122792540023,0.199373270522218,0.902734740648926
MA0769.2,TCF7,81,166,24,61,57,105,1326,2458,0.813521426670216,0.199460355098227,0.902734740648926
MA2458.1,ZNF146,9,166,5,61,4,105,87,2458,1.56226663738195,0.200005719779045,0.90274320802444
MA0052.1,MEF2A,17,166,5,61,12,105,341,2458,0.708319392233659,0.200617127527692,0.903048912800803
MA0716.1,PRRX1,124,166,39,61,85,105,1943,2458,0.782540499473078,0.201925364759518,0.903740522055233
MA1105.2,GRHL2,24,166,6,61,18,105,271,2458,1.36396237201809,0.202717250880818,0.903740522055233
MA0093.4,USF1,7,166,4,61,3,105,176,2458,0.570826186392224,0.20519110624196,0.903740522055233
MA0465.2,CDX2,29,166,12,61,17,105,538,2458,0.755433750305267,0.205274139111116,0.903740522055233
MA1512.1,KLF11,23,166,9,61,14,105,443,2458,0.731582187564129,0.207446669632176,0.903740522055233
MA0609.2,CREM,3,166,0,61,3,105,22,2458,2.03792526491913,0.207587703594348,0.903740522055233
MA0062.1,GABPA,18,166,2,61,16,105,360,2458,0.708783783783784,0.208633076914423,0.903740522055233
MA0785.2,POU2F1,51,166,18,61,33,105,877,2458,0.799474493084131,0.208991169539101,0.903740522055233
MA0025.3,NFIL3,53,166,16,61,37,105,671,2458,1.24910647165108,0.209112498220372,0.903740522055233
MA1981.2,ZNF530,3,166,1,61,2,105,98,2458,0.443220232878427,0.209115270611459,0.903740522055233
MA0162.4,EGR1,3,166,0,61,3,105,99,2458,0.438557352667782,0.209918412943226,0.903740522055233
MA0517.2,STAT1::STAT2,16,166,2,61,14,105,171,2458,1.42658869395712,0.210068328526912,0.903740522055233
MA0077.1,SOX9,52,166,19,61,33,105,896,2458,0.795191102756892,0.210405036302499,0.903740522055233
MA1947.2,ETV5::FOXO1,44,166,17,61,27,105,544,2458,1.26892478302797,0.210787276441323,0.903740522055233
MA0058.1,MAX,44,166,12,61,32,105,544,2458,1.26892478302797,0.210787276441323,0.903740522055233
MA0907.1,HOXC13,5,166,1,61,4,105,135,2458,0.534391534391534,0.210987005933533,0.903740522055233
MA0059.1,MAX::MYC,3,166,3,61,0,105,100,2458,0.43398773006135,0.211028855444481,0.903740522055233
MA0721.1,UNCX,122,166,37,61,85,105,1913,2458,0.789930143040441,0.211186407153455,0.903740522055233
MA0616.2,HES2,14,166,5,61,9,105,295,2458,0.675334522747547,0.212201422643794,0.903740522055233
MA0101.1,REL,40,166,15,61,25,105,707,2458,0.786241889495072,0.21399507842801,0.903740522055233
MA0002.1,RUNX1,31,166,10,61,21,105,568,2458,0.764084507042254,0.214168030240304,0.903740522055233
MA0902.2,HOXB2,129,166,42,61,87,105,2010,2458,0.777087535296491,0.214397330657526,0.903740522055233
MA0914.1,ISL2,111,166,37,61,74,105,1758,2458,0.803599131244182,0.214866954851594,0.903740522055233
MA2003.2,NKX2-4,111,166,35,61,76,105,1755,2458,0.808422688422689,0.216140719688614,0.903740522055233
MA0668.1,NEUROD2,19,166,8,61,11,105,372,2458,0.724782386072709,0.216458624403587,0.903740522055233
MA0812.1,TFAP2B,37,166,9,61,28,105,452,2458,1.27292995815326,0.216720746163755,0.903740522055233
MA1947.1,ETV5::FOXO1,13,166,9,61,4,105,133,2458,1.48533097449506,0.216973096581526,0.903740522055233
MA1528.2,NFIX,5,166,1,61,4,105,42,2458,1.78645371191955,0.217936567571107,0.903740522055233
MA0465.1,CDX2,57,166,24,61,33,105,965,2458,0.80906022721871,0.218236332273099,0.903740522055233
MA0484.1,HNF4G,10,166,2,61,8,105,97,2458,1.56026962727994,0.218435289672899,0.903740522055233
MA0800.2,EOMES,32,166,13,61,19,105,584,2458,0.766305459006338,0.218455637150163,0.903740522055233
MA0746.1,SP3,58,166,20,61,38,105,982,2458,0.807196198234895,0.219091561387048,0.903740522055233
MA0864.3,E2F2,2,166,2,61,0,105,12,2458,2.48577235772358,0.220564197650733,0.903740522055233
MA1550.2,PPARD,2,166,1,61,1,105,12,2458,2.48577235772358,0.220564197650733,0.903740522055233
MA1713.2,ZNF610,11,166,3,61,8,105,243,2458,0.646887030399575,0.220573637273289,0.903740522055233
MA0761.2,ETV1,15,166,7,61,8,105,308,2458,0.693429087468823,0.221673658778765,0.903740522055233
MA1601.1,ZNF75D,61,166,18,61,43,105,1030,2458,0.805436893203884,0.222213744004362,0.903740522055233
MA0790.1,POU4F1,7,166,5,61,2,105,66,2458,1.59557842576711,0.223570452061014,0.903740522055233
MA1549.2,POU6F1,89,166,27,61,62,105,1437,2458,0.821236522697901,0.223742219553298,0.903740522055233
MA1569.2,TFAP2E,89,166,33,61,56,105,1437,2458,0.821236522697901,0.223742219553298,0.903740522055233
MA0080.5,SPI1,3,166,0,61,3,105,23,2458,1.94851960522806,0.224531374662534,0.903740522055233
MA0528.2,ZNF263,66,166,26,61,40,105,1103,2458,0.81078875793291,0.226163630572951,0.903740522055233
MA1559.1,SNAI3,59,166,19,61,40,105,761,2458,1.2296044309627,0.226197536766771,0.903740522055233
MA0036.4,GATA2,100,166,34,61,66,105,1356,2458,1.23133994815411,0.226203056163317,0.903740522055233
MA0747.2,SP8,34,166,11,61,23,105,612,2458,0.776936026936027,0.226339476132184,0.903740522055233
MA0871.1,TFEC,39,166,14,61,25,105,482,2458,1.25892769627863,0.22807833561379,0.903740522055233
MA0765.1,ETV5,39,166,11,61,28,105,483,2458,1.25568543062552,0.228836945837748,0.903740522055233
MA1471.2,BARX2,93,166,27,61,66,105,1253,2458,1.22516918300189,0.228916377475963,0.903740522055233
MA0847.3,FOXD2,26,166,5,61,21,105,307,2458,1.30120986505351,0.22917355781466,0.903740522055233
MA0809.2,TEAD4,35,166,7,61,28,105,627,2458,0.780220850530212,0.230110148794371,0.903740522055233
MA0258.1,ESR2,1,166,1,61,0,105,3,2458,4.95959595959596,0.230151860824421,0.903740522055233
MA2491.1,ZNF134,1,166,0,61,1,105,3,2458,4.95959595959596,0.230151860824421,0.903740522055233
MA1589.3,ZNF140,1,166,0,61,1,105,3,2458,4.95959595959596,0.230151860824421,0.903740522055233
MA2528.1,ZNF732,1,166,0,61,1,105,3,2458,4.95959595959596,0.230151860824421,0.903740522055233
MA0076.2,ELK4,27,166,5,61,22,105,316,2458,1.31668336217102,0.232997026283311,0.912544421229207
MA0821.1,HES5,2,166,0,61,2,105,74,2458,0.392880685563612,0.233492702602296,0.912544421229207
MA1519.2,LHX5,116,166,34,61,82,105,1822,2458,0.809835345773875,0.235795568987012,0.919351857133698
MA0100.4,MYB,125,166,42,61,83,105,1950,2458,0.794246404002502,0.236341506921185,0.919351857133698
MA1655.1,ZNF341,41,166,17,61,24,105,510,2458,1.25283137254902,0.23733620120695,0.92106408926342
MA0890.1,GBX2,101,166,32,61,69,105,1610,2458,0.81842331581462,0.238641510673551,0.92314102705345
MA0474.2,ERG,22,166,8,61,14,105,254,2458,1.32567804024497,0.238982926931357,0.92314102705345
MA1501.1,HOXB7,29,166,8,61,21,105,529,2458,0.7718874615374,0.240100607938787,0.924148556607692
MA0492.2,JUND,22,166,9,61,13,105,255,2458,1.31988017429194,0.240356518034029,0.924148556607692
MA0088.3,ZNF143,3,166,1,61,2,105,24,2458,1.86656441717791,0.241735374780043,0.926690292401437
MA0700.1,LHX2,52,166,15,61,37,105,883,2458,0.813613876139953,0.242133405720785,0.926690292401437
MA0834.1,ATF7,2,166,0,61,2,105,13,2458,2.29362101313321,0.244576432861441,0.931416011209648
MA1566.3,TBX3,30,166,12,61,18,105,543,2458,0.777949301267468,0.244971994846479,0.931416011209648
MA1473.1,CDX4,23,166,8,61,15,105,430,2458,0.758562367864693,0.245050449668041,0.931416011209648
MA0763.1,ETV3,14,166,4,61,10,105,152,2458,1.39733379501385,0.247803353982125,0.933667987789556
MA0819.2,CLOCK,35,166,8,61,27,105,433,2458,1.24949315092643,0.250596471254531,0.933667987789556
MA0852.3,FOXK1,111,166,34,61,77,105,1751,2458,0.814879808940346,0.250660562859048,0.933667987789556
MA1103.3,FOXK2,111,166,34,61,77,105,1751,2458,0.814879808940346,0.250660562859048,0.933667987789556
MA1105.1,GRHL2,8,166,1,61,7,105,77,2458,1.56567483149762,0.251358150170457,0.933667987789556
MA2328.1,ZBED4,24,166,7,61,17,105,445,2458,0.764551353062193,0.25137639291345,0.933667987789556
MA0654.1,ISX,122,166,37,61,85,105,1902,2458,0.810534365739413,0.252354412015433,0.933667987789556
MA0877.2,BARHL1,110,166,33,61,77,105,1737,2458,0.815342544617156,0.253325145648993,0.933667987789556
MA1965.2,SP5,165,166,61,61,104,105,2407,2458,3.49605317823016,0.255107067532105,0.933667987789556
MA1633.2,BACH1,23,166,7,61,16,105,272,2458,1.2926264911559,0.255146093595412,0.933667987789556
MA1720.2,ZNF85,8,166,5,61,3,105,78,2458,1.544952937358,0.255170501339914,0.933667987789556
MA0036.3,GATA2,76,166,27,61,49,105,1013,2458,1.20456290446419,0.255267710080553,0.933667987789556
MA0060.2,NFYA,0,166,0,61,0,105,28,2458,0,0.255490379831275,0.933667987789556
MA0744.1,SCRT2,0,166,0,61,0,105,29,2458,0,0.255536535182458,0.933667987789556
MA1593.1,ZNF317,14,166,6,61,8,105,282,2458,0.710712952594252,0.255839373504136,0.933667987789556
MA1583.1,ZFP57,14,166,7,61,7,105,286,2458,0.699484725800515,0.255998957545537,0.933667987789556
MA1657.1,ZNF652,19,166,5,61,14,105,213,2458,1.36230078886015,0.256441872918233,0.933667987789556
MA0485.2,HOXC9,7,166,5,61,2,105,165,2458,0.611816275967219,0.256618189269895,0.933667987789556
MA0600.1,RFX2,0,166,0,61,0,105,30,2458,0,0.256695566657223,0.933667987789556
MA0598.4,EHF,64,166,21,61,43,105,1065,2458,0.820694099235939,0.256885171836139,0.933667987789556
MA2575.1,ZNF536,155,166,54,61,101,105,2343,2458,0.691615256275948,0.257970430090914,0.934406626961338
MA0471.2,E2F6,19,166,4,61,15,105,370,2458,0.729398786541644,0.258213511002561,0.934406626961338
MA0891.1,GSC2,67,166,24,61,43,105,1110,2458,0.821876421876422,0.258988025696839,0.935171979744457
MA0160.1,NR4A2,121,166,44,61,77,105,1686,2458,1.23121128245683,0.261282100066013,0.938943386171873
MA0466.1,CEBPB,46,166,17,61,29,105,587,2458,1.22183418512209,0.261765820497948,0.938943386171873
MA2510.1,ZBTB41,0,166,0,61,0,105,32,2458,0,0.262103341546417,0.938943386171873
MA0740.1,KLF14,1,166,0,61,1,105,56,2458,0.25995670995671,0.262293637076309,0.938943386171873
MA0156.3,FEV,8,166,4,61,4,105,80,2458,1.50506329113924,0.263765572883851,0.942181971096938
MA2679.1,IRX2,151,166,54,61,97,105,2293,2458,0.724378543392935,0.264578003066406,0.943055929384765
MA1945.2,ETV5::FIGLA,2,166,1,61,1,105,14,2458,2.12891986062718,0.268686620846786,0.952866182644718
MA0037.1,GATA3,160,166,56,61,104,105,2405,2458,0.587664587664588,0.269038755025185,0.952866182644718
MA0711.2,OTX1,141,166,47,61,94,105,2162,2458,0.772173913043478,0.269604796622607,0.952866182644718
MA1709.2,ZIM3,11,166,6,61,5,105,235,2458,0.671324639670556,0.269624988466597,0.952866182644718
MA0651.1,HOXC11,5,166,2,61,3,105,128,2458,0.565314440993789,0.272118100530369,0.95963516981092
MA0592.1,ESRRA,21,166,7,61,14,105,397,2458,0.751863111265526,0.272999464044666,0.960703622411421
MA1107.1,KLF9,20,166,9,61,11,105,232,2458,1.31435994331601,0.275360925287252,0.966965109729652
MA0598.3,EHF,8,166,1,61,7,105,179,2458,0.644650307616152,0.276331504778741,0.968326222441958
MA0778.2,NFKB2,3,166,3,61,0,105,89,2458,0.48990142689736,0.278231289629167,0.970799286482227
MA1937.2,ERF::HOXB13,3,166,1,61,2,105,88,2458,0.495677635248187,0.278388275764621,0.970799286482227
MA1155.1,ZSCAN4,1,166,0,61,1,105,4,2458,3.71818181818182,0.278928498650049,0.970799286482227
MA2330.1,ZBTB24,29,166,15,61,14,105,520,2458,0.788910724312184,0.279375110739617,0.970799286482227
MA0699.1,LBX2,98,166,30,61,68,105,1557,2458,0.833975594091201,0.28035991574596,0.970802769765477
MA1512.2,KLF11,39,166,13,61,26,105,680,2458,0.802941176470588,0.2805450508654,0.970802769765477
MA0140.3,GATA1::TAL1,6,166,3,61,3,105,56,2458,1.60848214285714,0.282791257878788,0.976152773270468
MA0743.3,SCRT1,12,166,2,61,10,105,250,2458,0.688207792207792,0.283266488089323,0.976152773270468
MA0842.1,NRL,57,166,18,61,39,105,953,2458,0.825832474946331,0.284146203773755,0.977157027884487
MA0833.2,ATF4,9,166,3,61,6,105,89,2458,1.5258713232663,0.28473987004909,0.977175463123012
MA0592.3,ESRRA,17,166,5,61,12,105,329,2458,0.738316231819016,0.286335344035554,0.978430471720227
MA2600.1,TPRX1,17,166,4,61,13,105,330,2458,0.7357331706325,0.286445888292003,0.978430471720227
MA1150.2,RORB,41,166,14,61,27,105,708,2458,0.810734463276836,0.286872751190699,0.978430471720227
MA0886.1,EMX2,60,166,17,61,43,105,999,2458,0.82667573233611,0.287990647665218,0.980230462647391
MA0618.2,LBX1,111,166,32,61,79,105,1743,2458,0.827882960413081,0.2905027504038,0.986758831126199
MA1707.2,DMRTA1,55,166,18,61,37,105,719,2458,1.1984237366713,0.292086241181053,0.990112748166795
MA0756.2,ONECUT2,27,166,10,61,17,105,331,2458,1.2482123062879,0.294644423482187,0.994276391459453
MA0745.2,SNAI2,80,166,33,61,47,105,1080,2458,1.18690783807063,0.294658446203294,0.994276391459453
MA0093.2,USF1,13,166,5,61,8,105,261,2458,0.715222998522525,0.29511033172156,0.994276391459453
MA0090.2,TEAD1,81,166,26,61,55,105,1308,2458,0.837830545062061,0.296399880516024,0.996599598253269
MA2324.1,BCL11A,88,166,27,61,61,105,1196,2458,1.19046393962782,0.297355956371977,0.997794431381523
MA1570.1,TFAP4,58,166,23,61,35,105,758,2458,1.20443662660022,0.298420883087944,0.999348965340876
MA0765.4,ETV5,17,166,7,61,10,105,194,2458,1.331488272331,0.299981157740477,1
MA0062.4,GABPA,25,166,8,61,17,105,458,2458,0.7742574870699,0.300358553587823,1
MA0673.1,NKX2-8,108,166,40,61,68,105,1694,2458,0.839799698733868,0.300525156040233,1
MA0843.2,TEF,13,166,0,61,13,105,141,2458,1.39623603578547,0.302704322345261,1
MA0745.1,SNAI2,147,166,56,61,91,105,2095,2458,1.34056023112674,0.305273883349559,1
MA1104.3,GATA6,61,166,20,61,41,105,804,2458,1.19514333096423,0.306023652035844,1
MA1970.2,TRPS1,61,166,20,61,41,105,804,2458,1.19514333096423,0.306023652035844,1
MA0662.1,MIXL1,119,166,35,61,84,105,1854,2458,0.824852532764121,0.306849448018983,1
MA2554.1,ZNF471,6,166,2,61,4,105,60,2458,1.49875,0.307039222088396,1
MA2595.1,ZNF700,14,166,4,61,10,105,276,2458,0.728165522501907,0.307086382006905,1
MA0905.2,HOXC10,49,166,18,61,31,105,829,2458,0.822956295815162,0.307756357714444,1
MA1565.1,TBX18,10,166,4,61,6,105,211,2458,0.682646737149107,0.311489840562887,1
MA0670.1,NFIA,139,166,48,61,91,105,1969,2458,1.27853958580216,0.312532357157344,1
MA0714.1,PITX3,102,166,35,61,67,105,1607,2458,0.843983354075918,0.313172168233714,1
MA0868.2,SOX8,52,166,18,61,34,105,872,2458,0.829631417994528,0.313782399109744,1
MA0687.2,SPIC,4,166,0,61,4,105,106,2458,0.547868623340321,0.316144798754385,1
MA0143.5,SOX2,117,166,43,61,74,105,1820,2458,0.837026239067055,0.316291320240023,1
MA1537.2,NR2F1,2,166,1,61,1,105,16,2458,1.86128048780488,0.316782696742873,1
